Ds benchmark...
DsName       V_Num       insert   insert/per       read     read/per     update     update/per        for      for/per       delete   delete/per
ArrayDs       8192       2.47ms     301.73ns   649.05us      79.23ns     3.05ms       371.99ns   772.32us      94.28ns    noSupport   notSupport
ArrayDs       8192       3.77ms     460.70ns   650.17us      79.37ns     2.04ms       249.28ns   793.40us      96.85ns    noSupport   notSupport
ArrayDs       8192       2.81ms     343.27ns   672.82us      82.13ns     2.07ms       252.17ns   667.20us      81.45ns    noSupport   notSupport
ArrayDs       8192       2.43ms     296.88ns   655.16us      79.98ns     2.32ms       283.16ns   655.40us      80.01ns    noSupport   notSupport
ArrayDs       8192       2.50ms     305.44ns   654.47us      79.89ns     2.19ms       267.09ns   743.00us      90.70ns    noSupport   notSupport
ArrayDs       8192       3.07ms     374.65ns   793.53us      96.87ns     2.10ms       256.14ns   673.25us      82.18ns    noSupport   notSupport
ArrayDs       8192       2.50ms     305.74ns   652.57us      79.66ns     2.04ms       248.49ns   756.73us      92.37ns    noSupport   notSupport
ArrayDs       8192       2.55ms     311.03ns   658.99us      80.44ns     2.07ms       252.37ns   666.35us      81.34ns    noSupport   notSupport
ArrayDs       8192       2.49ms     304.02ns   659.75us      80.54ns     2.04ms       249.19ns   650.15us      79.36ns    noSupport   notSupport
ArrayDs       8192       2.46ms     300.61ns   661.07us      80.70ns     2.26ms       275.32ns   685.96us      83.74ns    noSupport   notSupport
ArrayDs       8192       3.04ms     370.48ns   886.61us     108.23ns     2.11ms       257.89ns   656.20us      80.10ns    noSupport   notSupport
ArrayDs       8192       2.48ms     302.59ns   648.76us      79.19ns     2.12ms       259.23ns   657.28us      80.23ns    noSupport   notSupport
ArrayDs       8192       2.47ms     301.06ns   675.35us      82.44ns     2.06ms       251.17ns   648.60us      79.17ns    noSupport   notSupport
ArrayDs       8192       2.44ms     297.66ns   644.61us      78.69ns     2.04ms       249.57ns   663.90us      81.04ns    noSupport   notSupport
ArrayDs       8192       2.50ms     305.26ns   684.28us      83.53ns     2.58ms       314.91ns   940.09us     114.76ns    noSupport   notSupport
ArrayDs       8192       4.36ms     532.31ns   861.39us     105.15ns     2.39ms       291.40ns   708.16us      86.45ns    noSupport   notSupport
ArrayDs       8192       2.69ms     328.30ns   652.81us      79.69ns     2.16ms       263.70ns   710.64us      86.75ns    noSupport   notSupport
ArrayDs       8192       2.60ms     317.12ns   657.18us      80.22ns     2.04ms       249.38ns   664.78us      81.15ns    noSupport   notSupport
ArrayDs       8192       2.47ms     302.01ns   663.10us      80.94ns     2.03ms       247.49ns   672.38us      82.08ns    noSupport   notSupport
ArrayDs       8192       2.66ms     324.43ns   662.76us      80.90ns     2.30ms       280.87ns   911.41us     111.26ns    noSupport   notSupport
ArrayDs       8192       2.88ms     351.58ns   675.71us      82.48ns     2.06ms       251.97ns   661.54us      80.75ns    noSupport   notSupport
ArrayDs       8192       2.53ms     309.31ns   660.72us      80.65ns     2.05ms       250.06ns   658.64us      80.40ns    noSupport   notSupport
ArrayDs      16384       5.34ms     325.86ns     1.67ms     101.93ns     6.59ms       401.97ns     1.69ms     102.97ns    noSupport   notSupport
ArrayDs      16384       6.72ms     410.14ns     1.82ms     111.00ns     5.96ms       363.54ns     1.62ms      98.94ns    noSupport   notSupport
ArrayDs      16384       5.99ms     365.63ns     1.66ms     101.02ns     5.54ms       338.43ns     1.90ms     115.68ns    noSupport   notSupport
ArrayDs      16384       7.03ms     429.13ns     1.60ms      97.89ns     5.88ms       359.06ns     1.91ms     116.53ns    noSupport   notSupport
ArrayDs      16384       8.19ms     499.64ns     1.64ms      99.86ns     5.39ms       328.78ns     1.64ms     100.11ns    noSupport   notSupport
ArrayDs      16384       5.65ms     344.82ns     1.83ms     111.63ns     8.02ms       489.51ns     2.07ms     126.41ns    noSupport   notSupport
ArrayDs      16384       5.54ms     337.98ns     1.67ms     101.74ns     5.23ms       318.99ns     1.84ms     112.57ns    noSupport   notSupport
ArrayDs      16384       5.53ms     337.82ns     1.62ms      98.61ns     6.05ms       369.03ns     1.89ms     115.46ns    noSupport   notSupport
ArrayDs      16384       6.34ms     387.02ns     1.70ms     103.76ns     5.48ms       334.55ns     1.60ms      97.43ns    noSupport   notSupport
ArrayDs      16384       5.55ms     338.92ns     1.63ms      99.58ns     7.47ms       455.98ns     1.99ms     121.56ns    noSupport   notSupport
ArrayDs      16384       5.60ms     341.83ns     1.64ms     100.20ns     5.93ms       361.93ns     2.00ms     122.08ns    noSupport   notSupport
ArrayDs      16384       6.30ms     384.63ns     1.69ms     103.04ns     7.23ms       441.21ns     1.69ms     103.07ns    noSupport   notSupport
ArrayDs      16384       5.74ms     350.48ns     1.62ms      98.78ns     5.72ms       349.16ns     1.67ms     101.84ns    noSupport   notSupport
ArrayDs      16384       5.63ms     343.59ns     1.67ms     101.75ns     6.51ms       397.28ns     1.93ms     117.62ns    noSupport   notSupport
ArrayDs      16384       6.15ms     375.29ns     1.64ms     100.28ns     5.27ms       321.94ns     1.68ms     102.59ns    noSupport   notSupport
ArrayDs      16384       5.47ms     334.00ns     1.64ms     100.25ns     6.33ms       386.33ns     2.20ms     134.21ns    noSupport   notSupport
ArrayDs      16384       6.07ms     370.73ns     1.62ms      98.74ns     5.27ms       321.81ns     1.59ms      97.15ns    noSupport   notSupport
ArrayDs      16384       5.78ms     352.69ns     1.67ms     101.77ns     6.94ms       423.65ns     1.73ms     105.82ns    noSupport   notSupport
ArrayDs      16384       5.87ms     358.36ns     1.63ms      99.45ns     5.26ms       320.91ns     1.61ms      98.57ns    noSupport   notSupport
ArrayDs      16384       5.72ms     349.35ns     1.64ms     100.08ns     6.31ms       384.94ns     1.95ms     119.00ns    noSupport   notSupport
ArrayDs      16384       6.35ms     387.55ns     1.71ms     104.38ns     5.29ms       323.06ns     1.62ms      99.17ns    noSupport   notSupport
ArrayDs      16384       5.52ms     336.68ns     1.78ms     108.74ns     6.65ms       405.88ns     1.77ms     107.94ns    noSupport   notSupport
ArrayDs      32768      11.14ms     339.88ns     3.21ms      98.00ns    11.24ms       343.02ns     3.32ms     101.18ns    noSupport   notSupport
ArrayDs      32768      12.76ms     389.46ns     3.29ms     100.37ns    11.20ms       341.72ns     3.87ms     117.99ns    noSupport   notSupport
ArrayDs      32768      12.02ms     366.69ns     3.37ms     102.75ns    10.89ms       332.22ns     4.23ms     128.94ns    noSupport   notSupport
ArrayDs      32768      12.84ms     391.70ns     3.64ms     111.05ns    11.11ms       338.91ns     4.25ms     129.75ns    noSupport   notSupport
ArrayDs      32768      11.73ms     358.01ns     3.25ms      99.29ns    10.99ms       335.52ns     4.18ms     127.66ns    noSupport   notSupport
ArrayDs      32768      13.40ms     408.82ns     4.61ms     140.76ns    11.15ms       340.16ns     3.31ms     101.07ns    noSupport   notSupport
ArrayDs      32768      11.29ms     344.57ns     3.24ms      98.73ns    11.17ms       340.80ns     4.14ms     126.30ns    noSupport   notSupport
ArrayDs      32768      12.14ms     370.54ns     3.19ms      97.43ns    11.21ms       342.00ns     3.22ms      98.25ns    noSupport   notSupport
ArrayDs      32768      12.64ms     385.77ns     3.31ms     101.01ns    11.14ms       340.08ns     4.10ms     125.13ns    noSupport   notSupport
ArrayDs      32768      14.59ms     445.25ns     3.37ms     102.94ns    11.45ms       349.46ns     4.25ms     129.68ns    noSupport   notSupport
ArrayDs      32768      11.92ms     363.84ns     3.35ms     102.15ns    13.07ms       398.73ns     4.04ms     123.32ns    noSupport   notSupport
ArrayDs      32768      12.32ms     375.88ns     3.36ms     102.55ns    12.16ms       371.10ns     3.65ms     111.40ns    noSupport   notSupport
ArrayDs      32768      13.10ms     399.77ns     3.75ms     114.56ns    12.51ms       381.72ns     3.33ms     101.66ns    noSupport   notSupport
ArrayDs      32768      12.02ms     366.94ns     3.31ms     101.08ns    11.82ms       360.59ns     4.91ms     149.70ns    noSupport   notSupport
ArrayDs      32768      12.12ms     369.85ns     3.38ms     103.19ns    13.60ms       415.07ns     3.83ms     116.89ns    noSupport   notSupport
ArrayDs      32768      12.19ms     372.01ns     3.59ms     109.56ns    13.67ms       417.31ns     3.51ms     106.97ns    noSupport   notSupport
ArrayDs      32768      11.63ms     354.77ns     3.67ms     112.05ns    11.15ms       340.22ns     3.41ms     104.05ns    noSupport   notSupport
ArrayDs      32768      14.67ms     447.69ns     3.50ms     106.77ns    11.63ms       354.93ns     3.54ms     108.06ns    noSupport   notSupport
ArrayDs      32768      12.24ms     373.60ns     3.23ms      98.67ns    11.15ms       340.20ns     5.22ms     159.23ns    noSupport   notSupport
ArrayDs      32768      13.19ms     402.46ns     3.77ms     115.11ns    13.36ms       407.73ns     3.27ms      99.65ns    noSupport   notSupport
ArrayDs      32768      11.69ms     356.85ns     3.39ms     103.39ns    11.97ms       365.29ns     4.28ms     130.76ns    noSupport   notSupport
ArrayDs      32768      12.37ms     377.62ns     3.51ms     107.07ns    11.59ms       353.66ns     3.93ms     119.98ns    noSupport   notSupport
ArrayDs      65536      25.53ms     389.49ns     8.34ms     127.23ns    25.94ms       395.80ns     6.53ms      99.66ns    noSupport   notSupport
ArrayDs      65536      24.58ms     375.05ns     7.99ms     121.91ns    25.10ms       382.94ns     7.46ms     113.76ns    noSupport   notSupport
ArrayDs      65536      27.00ms     411.97ns     7.23ms     110.29ns    25.48ms       388.83ns     6.63ms     101.20ns    noSupport   notSupport
ArrayDs      65536      23.11ms     352.61ns     6.77ms     103.26ns    25.97ms       396.31ns     6.60ms     100.75ns    noSupport   notSupport
ArrayDs      65536      24.63ms     375.88ns     7.01ms     106.94ns    25.13ms       383.46ns     7.11ms     108.52ns    noSupport   notSupport
ArrayDs      65536      23.43ms     357.52ns     6.78ms     103.39ns    25.05ms       382.19ns     7.06ms     107.79ns    noSupport   notSupport
ArrayDs      65536      24.48ms     373.60ns     7.26ms     110.83ns    24.11ms       367.90ns     6.64ms     101.31ns    noSupport   notSupport
ArrayDs      65536      24.06ms     367.12ns     7.91ms     120.71ns    24.19ms       369.10ns     6.71ms     102.37ns    noSupport   notSupport
ArrayDs      65536      23.82ms     363.51ns     8.14ms     124.21ns    23.35ms       356.33ns     6.68ms     101.97ns    noSupport   notSupport
ArrayDs      65536      24.39ms     372.14ns     7.46ms     113.79ns    24.23ms       369.65ns     6.88ms     104.96ns    noSupport   notSupport
ArrayDs      65536      24.07ms     367.30ns     7.25ms     110.61ns    24.91ms       380.07ns     6.52ms      99.50ns    noSupport   notSupport
ArrayDs      65536      24.15ms     368.56ns     6.62ms     100.95ns    25.19ms       384.42ns     6.74ms     102.89ns    noSupport   notSupport
ArrayDs      65536      27.28ms     416.20ns    10.64ms     162.42ns    25.36ms       386.98ns     6.71ms     102.35ns    noSupport   notSupport
ArrayDs      65536      24.01ms     366.43ns     7.76ms     118.41ns    23.72ms       361.98ns     6.50ms      99.24ns    noSupport   notSupport
ArrayDs      65536      26.66ms     406.83ns     6.43ms      98.11ns    22.68ms       346.02ns     6.44ms      98.23ns    noSupport   notSupport
ArrayDs      65536      23.49ms     358.43ns     7.24ms     110.46ns    22.14ms       337.80ns     6.57ms     100.24ns    noSupport   notSupport
ArrayDs      65536      23.16ms     353.40ns     7.07ms     107.94ns    22.57ms       344.38ns     6.46ms      98.61ns    noSupport   notSupport
ArrayDs      65536      22.55ms     344.08ns     6.81ms     103.92ns    22.84ms       348.51ns     7.69ms     117.29ns    noSupport   notSupport
ArrayDs      65536      26.91ms     410.55ns     8.16ms     124.54ns    23.87ms       364.23ns     7.24ms     110.41ns    noSupport   notSupport
ArrayDs      65536      23.68ms     361.26ns     8.42ms     128.52ns    22.86ms       348.75ns     6.83ms     104.23ns    noSupport   notSupport
ArrayDs      65536      26.68ms     407.16ns     6.71ms     102.35ns    22.72ms       346.61ns     6.63ms     101.19ns    noSupport   notSupport
ArrayDs      65536      23.98ms     365.97ns     7.41ms     113.11ns    22.99ms       350.86ns     7.55ms     115.24ns    noSupport   notSupport
ArrayDs     131072      54.66ms     417.04ns    19.08ms     145.55ns    54.60ms       416.57ns    19.20ms     146.50ns    noSupport   notSupport
ArrayDs     131072      54.18ms     413.35ns    20.02ms     152.70ns    53.10ms       405.09ns    19.59ms     149.45ns    noSupport   notSupport
ArrayDs     131072      55.01ms     419.69ns    19.14ms     146.02ns    52.61ms       401.35ns    19.16ms     146.19ns    noSupport   notSupport
